iter	Logloss
464	0.2125339377
465	0.2125310153
466	0.212528492
467	0.2125180975
468	0.2124421352
469	0.2124391568
470	0.2124367027
471	0.2124351383
472	0.2124332056
473	0.2124325618
474	0.2124265234
475	0.2124258969
476	0.2124196323
477	0.2124165492
478	0.2124147207
479	0.212410113
480	0.2124095768
481	0.2124080805
482	0.2124067828
483	0.212404538
484	0.212403938
485	0.2123405686
486	0.2123393088
487	0.2123355788
488	0.212331759
489	0.2123291583
490	0.2123238519
491	0.2123233878
492	0.2123199486
493	0.2123194102
494	0.2123177428
495	0.2123128697
496	0.2123072378
497	0.212305596
498	0.2123022141
499	0.2123019549
500	0.212299466
501	0.2122972431
502	0.212295135
503	0.2122925957
504	0.2122908065
505	0.2122843193
506	0.2122825084
507	0.21228169
508	0.2122810332
509	0.2122768737
510	0.2122763723
511	0.2122755539
512	0.2122731217
513	0.2122423765
514	0.212240811
515	0.2122396744
516	0.2122354918
517	0.2122340985
518	0.2122299243
519	0.2122261601
520	0.2122240087
521	0.2121793312
522	0.2121767747
523	0.2121756628
524	0.2121746397
525	0.2121742178
526	0.2121739085
527	0.212173341
528	0.21216885
529	0.2121674719
530	0.2121657029
531	0.2121577524
532	0.212157304
533	0.2121564193
534	0.2121508041
535	0.2121103365
536	0.2121030934
537	0.2121007105
538	0.2120996502
539	0.2120981681
540	0.2120968837
541	0.2120964238
542	0.2120926881
543	0.2120745542
544	0.2120744823
545	0.2120733039
546	0.2120675988
547	0.2120665578
548	0.2120647965
549	0.2120644258
550	0.2120594438
551	0.2120581464
552	0.2120528648
553	0.2120521404
554	0.2120482224
555	0.2120475557
556	0.2120463374
557	0.2120451309
558	0.212026789
559	0.2120104242
560	0.2120086762
561	0.2120083228
562	0.2120071891
563	0.2120042477
564	0.2120011834
565	0.2120007217
566	0.211995763
567	0.2119953798
568	0.2119937359
569	0.2119861623
570	0.211983274
571	0.2119828708
572	0.2119802578
573	0.2119773813
574	0.2119770615
575	0.2119746465
576	0.2119714491
577	0.2119702079
578	0.2119666782
579	0.2119647559
580	0.2119630438
581	0.2119154897
582	0.2119141428
583	0.2119123012
584	0.2119031399
585	0.2118888564
586	0.2118884334
587	0.2118883611
588	0.2118809427
589	0.2118780616
590	0.2118733649
591	0.2118733088
592	0.2118730208
593	0.2118728493
594	0.2118430918
595	0.2118270185
596	0.2118263003
597	0.2118183934
598	0.2118144225
599	0.2118123766
600	0.211726662
601	0.211651201
602	0.2116504028
603	0.211628476
604	0.2116076952
605	0.211598995
606	0.2115831747
607	0.2115591776
608	0.2115564259
609	0.2115541279
610	0.2115519226
611	0.2115515504
612	0.2115503177
613	0.2115496779
614	0.2115465089
615	0.2115428785
616	0.2115391272
617	0.2115223794
618	0.2115010541
619	0.2114798126
620	0.2114792452
621	0.2114783872
622	0.2114782342
623	0.211477284
624	0.2114771145
625	0.2114757876
626	0.2114727448
627	0.2114706509
628	0.2114689217
629	0.211466169
630	0.2114269401
631	0.2114252233
632	0.2114118862
633	0.211400644
634	0.21139648
635	0.2113813119
636	0.2113812388
637	0.2113785438
638	0.211363281
639	0.2113623623
640	0.2113622963
641	0.2113495293
642	0.2113444893
643	0.2113442353
644	0.2113436164
645	0.211342225
646	0.2113416324
647	0.2113403014
648	0.2113386933
649	0.211337006
650	0.2113361797
651	0.2113341888
652	0.2113265409
653	0.2113259777
654	0.2113259272
655	0.2113249248
656	0.2113220136
657	0.211321842
658	0.2113190551
659	0.211315679
660	0.2113142299
661	0.2113064986
662	0.2113046464
663	0.2113042437
664	0.2113033821
665	0.2113007076
666	0.211300643
667	0.2112960966
668	0.2112954014
669	0.2112946596
670	0.2112934134
671	0.2112928489
672	0.211292098
673	0.2112914884
674	0.2112909263
675	0.2112879285
676	0.2112873639
677	0.2112863952
678	0.2112841932
679	0.2112825182
680	0.2112819815
681	0.2112813209
682	0.2112799463
683	0.2112793186
684	0.2112788803
685	0.2112690047
686	0.2112689592
687	0.2112601546
688	0.2112588816
689	0.2112588415
690	0.211257252
691	0.2112539373
692	0.2112481446
693	0.2112390038
694	0.2112389613
695	0.2112280469
696	0.211221333
697	0.2112193852
698	0.2112177419
699	0.2112174712
700	0.2112132895
701	0.2112108211
702	0.2112107688
703	0.2112079098
704	0.2112077223
705	0.2112072522
706	0.2112041979
707	0.2112033124
708	0.2111996996
709	0.2111996537
710	0.2111960416
711	0.2111943128
712	0.2111938852
713	0.2111919655
714	0.2111914837
715	0.2111914215
716	0.2111898039
717	0.2111893477
718	0.211188963
719	0.2111879923
720	0.2111869113
721	0.2111868768
722	0.2111848569
723	0.2111845517
724	0.2111829448
725	0.2111824382
726	0.2111815745
727	0.2111805591
728	0.2111788193
729	0.2111764429
730	0.2111758524
731	0.2111745982
732	0.2111721026
733	0.211171429
734	0.2111713831
735	0.2111701826
736	0.2111685743
737	0.2111678587
738	0.2111642899
739	0.2111620733
740	0.2111611216
741	0.2111596466
742	0.2111584665
743	0.2111584309
744	0.2111567792
745	0.2111551219
746	0.2111548543
747	0.211154589
748	0.2111541352
749	0.2111519029
750	0.2111489896
751	0.211148027
752	0.2111439124
753	0.2111380188
754	0.2111379752
755	0.2111370896
756	0.2111366451
757	0.2111354429
758	0.2111344105
759	0.2111328307
760	0.2111272157
761	0.2111267783
762	0.2111252783
763	0.211123902
764	0.2111192962
765	0.2111181686
766	0.2111159352
767	0.2111147099
768	0.2111146659
769	0.2111146227
770	0.2111131593
771	0.211110417
772	0.2111075925
773	0.2111068243
774	0.2111049739
775	0.21110462
776	0.2111011033
777	0.2111001052
778	0.2110991677
779	0.2110968483
780	0.2110959272
781	0.2110952404
782	0.2110944673
783	0.2110927928
784	0.2110892066
785	0.2110886101
786	0.2110883463
787	0.2110877641
788	0.211086485
789	0.2110850891
790	0.2110833971
791	0.2110813373
792	0.2110799095
793	0.2110794159
794	0.2110791227
795	0.211078592
796	0.2110772756
797	0.2110768407
798	0.2110756801
799	0.211072617
800	0.2110694933
801	0.2110691918
802	0.2110463218
803	0.2110456335
804	0.2110439652
805	0.2110439337
806	0.2110432412
807	0.2110423578
808	0.2110420119
809	0.2110414259
810	0.2110402237
811	0.2110401856
812	0.2110379763
813	0.2110372575
814	0.2109641539
815	0.2109500018
816	0.2109493323
817	0.2109480785
818	0.210947484
819	0.2109462588
820	0.2109457648
821	0.2109443911
822	0.2109440027
823	0.2109391818
824	0.2109391431
825	0.2109387952
826	0.2109371616
827	0.2109355681
828	0.2109348139
829	0.2109327311
830	0.2109315537
831	0.2109305007
832	0.2109294793
833	0.2109285912
834	0.2109282902
835	0.2109278666
836	0.210927372
837	0.2109263282
838	0.2109257969
839	0.2109233274
840	0.2109200455
841	0.2109200035
842	0.2109195928
843	0.2109185806
844	0.21091764
845	0.2109156326
846	0.2109156128
847	0.2109148704
848	0.2109143286
849	0.2109139017
850	0.2109137922
851	0.2109098357
852	0.2109092786
853	0.2109092692
854	0.2109092442
855	0.2109042526
856	0.2109038571
857	0.2109027879
858	0.2109021116
859	0.2109014858
860	0.2109001536
861	0.210898983
862	0.2108968625
863	0.2108968589
864	0.2108965519
865	0.2108960402
866	0.2108942668
867	0.2108932396
868	0.2108918823
869	0.2108918812
870	0.2108909432
871	0.2108907874
872	0.2108904744
873	0.210890189
874	0.2108893645
875	0.21088878
876	0.2108885009
877	0.2108880749
878	0.2108873008
879	0.2108871451
880	0.2108850472
881	0.2108845971
882	0.2108842455
883	0.2108836914
884	0.2108833947
885	0.2108827981
886	0.2108827966
887	0.2108801455
888	0.2108799229
889	0.2108794884
890	0.2108791807
891	0.2108783383
892	0.2108779156
893	0.2108752104
894	0.2108730489
895	0.2108717966
896	0.2108715423
897	0.2108712393
898	0.21079282
899	0.2107925585
900	0.2107911968
901	0.2107911647
902	0.2107906054
903	0.2107887644
904	0.2107875248
905	0.2107871485
906	0.2107868292
907	0.2107868047
908	0.2107867676
909	0.2107862822
910	0.210784763
911	0.2107847615
912	0.2107846097
913	0.2107837344
914	0.2107826024
915	0.2107811844
916	0.2107811723
917	0.210776152
918	0.2107748
919	0.2107742279
920	0.2107736151
921	0.2107732365
922	0.2107725863
923	0.2107719027
924	0.2107718749
925	0.210769638
926	0.2107694173
927	0.2107688953
928	0.2107685954
929	0.2107685677
930	0.2107677693
931	0.2107668906
932	0.2107660798
933	0.2107580651
934	0.2107424345
935	0.2107413859
936	0.210741175
937	0.2107411476
938	0.2107213084
939	0.210721284
940	0.2107203219
941	0.2107196885
942	0.2107196865
943	0.2107182627
944	0.2107178488
945	0.210717428
946	0.2107169903
947	0.2107158336
948	0.2107156388
949	0.2107152417
950	0.210714918
951	0.210714048
952	0.2107140427
953	0.2107125196
954	0.2107025419
955	0.2107021708
956	0.2107021516
957	0.2107021296
958	0.210701768
959	0.2106365424
960	0.2106358529
961	0.2106358246
962	0.2106353933
963	0.210578337
964	0.2105773129
965	0.2105768605
966	0.2105765511
967	0.210576269
968	0.2105754697
969	0.2105753106
970	0.2105745852
971	0.2105739406
972	0.2105727093
973	0.2105722788
974	0.2105716954
975	0.2105713267
976	0.2105693468
977	0.2105693158
978	0.2105689632
979	0.210567799
980	0.2105667487
981	0.2105661685
982	0.2105657922
983	0.2105655053
984	0.210565502
985	0.2105648914
986	0.2105644421
987	0.2105634477
988	0.2105634233
989	0.2105629941
990	0.2105623275
991	0.2105570843
992	0.2105564962
993	0.210554702
994	0.210553017
995	0.2105518016
996	0.2105501923
997	0.2105494242
998	0.2105491082
999	0.2105490706
